Pathway,Description,F_JC1,F_JC2,F_JC3,F_JC4,S_MC5,F_LW3,F_LW2,F_LW1,F_JC5,F_MC2,F_MC1,F_LW5,F_LW4,F_MC4,F_MC3,S_JC1,F_MC5,S_JC4,S_JC3,S_JC2,S_MC3,S_MC4,S_LW2,S_LW3,S_JC5,S_LW1,S_MC1,S_MC2,S_LW4,S_LW5,Pathwaymap,Total
ko00410,beta-Alanine metabolism,18696,17126,21722,28632,28512,18322,13632,27908,21476,25776,20522,22326,23746,24474,19634,27832,19292,26442,27230,26760,31698,27146,23272,24996,34412,24292,29450,24808,24308,23136,http://www.genome.jp/kegg-bin/show_pathway?ko00410+K01580+K00128+K09722+K00797+K00823+K01918+K00140+K01579+K00249+K01464+K07250+K18933+K17722+K17723+K15372+K01431+K13799+K01782+K00207+K01692+K00822+K01825+K07511+K00129+K00137+K05605+K07515+K13366,727578
ko00430,Taurine and hypotaurine metabolism,37434,31760,39874,48564,39480,26168,21766,40598,42786,45248,41032,28366,34734,41238,37356,40932,38892,40418,40916,41448,47350,43130,28804,33168,50984,25894,44292,40478,33406,30338,http://www.genome.jp/kegg-bin/show_pathway?ko00430+K01580+K00925+K00625+K00259+K00681+K15024+K19244+K00260+K03852+K13788+K15372+K03851+K15371+K15373,1136854
ko00440,Phosphonate and phosphinate metabolism,8646,7064,8064,10828,10738,17200,16964,25144,9010,9852,9286,20622,19156,9352,7372,9936,8216,11024,9742,10712,11618,12404,18154,17042,13594,13720,10562,10026,16820,16284,http://www.genome.jp/kegg-bin/show_pathway?ko00440+K06167+K03823+K09459+K01841+K00968+K05306+K03430+K00993+K20859+K09994+K05780+K06163+K06164+K06162+K06165+K00967+K13644+K06166,379152
ko00450,Selenocompound metabolism,94418,78336,99002,120394,102702,92120,78138,145990,106842,108920,107472,105054,118612,104534,94836,105438,99238,101312,102436,107004,120096,108824,102882,113232,127486,94618,110774,107602,114162,108258,http://www.genome.jp/kegg-bin/show_pathway?ko00450+K14155+K00548+K01874+K00384+K11717+K12527+K01008+K01739+K00955+K01042+K00957+K00956+K07310+K00549+K01760+K01758+K01761+K07309+K00958+K12528+K12529+K13811+K03341+K01763,3180732
ko00460,Cyanoamino acid metabolism,114152,94308,107418,124784,103484,132580,137268,187198,118502,121592,122162,159544,166964,104776,97512,109950,108462,109590,116660,115650,134952,122662,123440,133442,134966,89152,115562,114732,136706,115038,http://www.genome.jp/kegg-bin/show_pathway?ko00460+K01914+K00600+K05349+K01424+K05350+K00681+K01188+K01501+K01455+K18282,3673208
ko00471,D-Glutamine and D-glutamate metabolism,48662,39396,48080,60686,49302,33728,28534,57870,52784,55986,55054,40868,48226,53294,46588,52344,48750,50136,50438,50578,58394,55692,45230,49738,62656,49928,55658,51062,51936,50830,http://www.genome.jp/kegg-bin/show_pathway?ko00471+K01776+K00261+K01924+K01925+K01425+K05597,1502428
ko00472,D-Arginine and D-ornithine metabolism,1216,1228,1502,1888,1526,992,766,2060,1712,1490,1482,1404,2132,1484,1550,1270,1496,1496,1224,1440,1124,1560,1278,1906,1476,1160,1254,1548,1472,1308,http://www.genome.jp/kegg-bin/show_pathway?ko00472+K17898+K00824+K17899,43444
ko00473,D-Alanine metabolism,35956,29168,34946,45488,35752,26812,24108,41310,38530,41292,40232,28386,36008,40082,33932,37758,35736,35642,37394,36454,43080,39988,30664,32392,46876,27136,39360,36966,35340,34778,http://www.genome.jp/kegg-bin/show_pathway?ko00473+K01775+K01921+K03367+K00824+K14188,1081566
ko00480,Glutathione metabolism,31850,27162,33598,41374,37100,57058,52212,77296,36898,40200,35778,63400,71634,36236,32564,38772,34372,36460,38310,36706,44410,39350,56950,57246,47076,48556,40190,35894,62608,58046,http://www.genome.jp/kegg-bin/show_pathway?ko00480+K00383+K01920+K00031+K01270+K00033+K00797+K01255+K01256+K00681+K01919+K00432+K01581+K00036+K00799+K01469+K20838+K11204+K04097+K21456+K11140+K07751+K11186+K01460+K00032,1349306
ko00500,Starch and sucrose metabolism,371722,306484,346834,419114,363998,430358,452590,628250,385224,400540,405784,535206,504306,360994,333148,374760,353462,383366,386966,379444,441232,430340,473710,531968,456680,437300,393180,386144,499526,467030,http://www.genome.jp/kegg-bin/show_pathway?ko00500+K01208+K01810+K00705+K01179+K05349+K01176+K00700+K00845+K01200+K01212+K00702+K01835+K00688+K01223+K07405+K00963+K00975+K15778+K01187+K01194+K01182+K00703+K00847+K01214+K20107+K02809+K21574+K05343+K16149+K01193+K05350+K01226+K16153+K01838+K06896+K02749+K02818+K02810+K02817+K00690+K05341+K01188+K01236+K19668+K00978+K01222+K06044+K05988+K02761+K02808+K05342+K00691+K06859+K15916+K02777+K02759+K00694+K00844+K02438+K00689+K13679+K16147+K01232+K02760+K02790+K00750+K16150+K01196+K01210+K13810+K15779+K16055+K00692+K12316+K00693+K01513+K01203+K12047+K00697+K01178+K12317+K16148+K13057,12639660
ko00510,N-Glycan biosynthesis,3860,3336,4304,5172,5242,10958,14108,10766,3942,4836,3896,11882,7320,4518,3600,5320,3592,4740,5222,5010,6584,5230,11584,6024,7396,11436,6212,4470,9044,10112,http://www.genome.jp/kegg-bin/show_pathway?ko00510+K00721+K00729+K07151+K01001+K01228+K00737+K12669+K03844+K12670+K03842+K03848+K12666+K07441+K12668+K05546+K03843+K01231+K07432+K03849+K03850+K00902+K01230+K07967,199716
ko00511,Other glycan degradation,211684,167860,207972,248582,205372,127996,118556,178262,225460,234052,230926,150852,177534,216502,188470,206386,210454,199994,226188,204292,264246,208084,124174,121360,285848,82578,228912,200840,142222,121280,http://www.genome.jp/kegg-bin/show_pathway?ko00511+K01191+K12373+K01190+K15923+K01206+K01186+K01192+K12111+K01201+K01227+K17108+K14459+K20730+K12309+K12357+K01444+K12311,5716938
ko00512,Mucin type O-glycan biosynthesis,0,0,0,58,0,0,0,0,2,0,0,0,0,72,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,http://www.genome.jp/kegg-bin/show_pathway?ko00512+K00710,138
ko00513,Various types of N-glycan biosynthesis,38268,30186,40242,50030,42062,18584,20476,22934,41510,46012,41822,23800,21868,43596,35020,43724,38494,38576,48760,39340,58422,37512,17156,13948,61848,12152,50588,35748,19506,18520,http://www.genome.jp/kegg-bin/show_pathway?ko00513+K12373+K07151+K14459+K20730+K12669+K03844+K12670+K03842+K12666+K07441+K12668+K03843+K01231+K07432+K03714+K01230+K07967,1050704
ko00514,Other types of O-glycan biosynthesis,0,20,16,14,20,200,220,144,10,26,0,26,136,2,8,8,2,16,16,18,16,26,332,20,32,10,8,32,28,86,http://www.genome.jp/kegg-bin/show_pathway?ko00514+K00728+K11703+K09667+K18134+K13676+K07967+K10967,1492
ko00515,Mannose type O-glycan biosynthesis,196,162,198,306,242,260,196,558,22,352,244,36,170,340,138,200,2,276,128,264,370,302,424,220,216,96,178,244,814,380,http://www.genome.jp/kegg-bin/show_pathway?ko00515+K19872+K00728+K21031+K21032+K19873+K07967,7534
ko00520,Amino sugar and nucleotide sugar metabolism,417904,334776,396628,496454,416326,357644,316134,561076,438198,451842,463280,414186,455748,433466,380632,423968,404726,413966,427032,418672,488974,445824,385782,411378,534236,402146,452696,428814,445916,407106,http://www.genome.jp/kegg-bin/show_pathway?ko00520+K02564+K12373+K01810+K01209+K01784+K01207+K00012+K00845+K01198+K00820+K01835+K00965+K03431+K01443+K12452+K00972+K01787+K00790+K01654+K01809+K01854+K00971+K01183+K00963+K00975+K01788+K02377+K00849+K15778+K07106+K01791+K02474+K04042+K02803+K00847+K00075+K10012+K02795+K05305+K20116+K16881+K17716+K02473+K01840+K08679+K01711+K13018+K13015+K02472+K01639+K16190+K13016+K18675+K18429+K15921+K07102+K20117+K00978+K15898+K01709+K00983+K08678+K02796+K00966+K18676+K18430+K13010+K06859+K02778+K18431+K15916+K02777+K15855+K13019+K00844+K10011+K15856+K16011+K12448+K13017+K02793+K08068+K02794+K01233+K15896+K15913+K02790+K13014+K15895+K17497+K12454+K07806+K13020+K15894+K13810+K00992+K15779+K00886+K00621+K01452+K00523+K12447+K00698+K15899+K15910+K00326+K00066+K00884+K11528+K15920+K01836+K05304+K20844+K12453+K02802+K20547+K11191+K02763+K15858+K01097+K15912+K15897+K18677+K12450+K15857,12825530
ko00521,Streptomycin biosynthesis,85528,69322,81642,106364,89616,80586,74766,130066,84784,94636,93328,100000,105036,92758,77396,89502,78484,87620,89044,88530,102770,93864,100418,97688,113104,91568,93618,88024,110888,100894,http://www.genome.jp/kegg-bin/show_pathway?ko00521+K00845+K01710+K01835+K00973+K00010+K15778+K00067+K01092+K01790+K01858+K00844,2791844
ko00523,Polyketide sugar unit biosynthesis,35504,28700,34958,45590,41416,36724,33654,60860,33740,40244,38666,44664,49428,40788,32180,40634,32364,40968,40808,40480,48554,42834,47346,46408,53120,45784,42872,37406,53408,46906,http://www.genome.jp/kegg-bin/show_pathway?ko00523+K01710+K00973+K00067+K01790+K19180+K16435+K13327+K17947+K20680+K13330+K20679+K21337+K16436+K12710+K13329,1257008
ko00524,"Neomycin, kanamycin and gentamicin biosynthesis",22090,16314,18542,25032,19204,18116,17190,25806,21582,22176,24468,18168,20690,21638,17974,20284,19054,19340,20392,19878,23458,21092,18620,18160,25180,16496,20778,20380,21414,17708,http://www.genome.jp/kegg-bin/show_pathway?ko00524+K00845+K00844+K20593+K13546+K20572+K13547+K20579+K20589,611224
ko00525,Acarbose and validamycin biosynthesis,22982,18604,21524,28454,25080,21304,18960,35518,20800,25794,25252,26536,29678,25356,19964,25014,20000,24888,24828,25298,28938,26066,27668,28142,32034,27098,26616,23290,31314,27360,http://www.genome.jp/kegg-bin/show_pathway?ko00525+K01710+K00973+K20428+K20442+K19969+K19974+K20438,764360
ko00531,Glycosaminoglycan degradation,71324,55278,69432,89412,71722,35498,33728,60048,78710,78646,78436,44176,49596,77908,63176,69620,72396,65648,79030,66158,94148,65364,38388,39076,100578,44448,79846,62862,51770,48108,http://www.genome.jp/kegg-bin/show_pathway?ko00531+K12373+K01207+K01195+K01205+K01197+K12309+K01565+K01136+K01137+K10532+K01217+K01132+K01135,1934530
ko00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,0,54,98,0,10,0,0,18,18,42,0,14,212,0,80,0,6,16,0,16,0,34,10,4,6,2,0,20,20,12,http://www.genome.jp/kegg-bin/show_pathway?ko00532+K13500+K01794+K00733,692
ko00533,Glycosaminoglycan biosynthesis - keratan sulfate,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.genome.jp/kegg-bin/show_pathway?ko00533+K07967,6
ko00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,0,0,4,0,0,0,0,0,0,0,0,14,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.genome.jp/kegg-bin/show_pathway?ko00534+K01793+K00733,22
ko00540,Lipopolysaccharide biosynthesis,57708,45646,59086,75754,75266,76714,68712,121648,60304,67426,60626,79712,98832,67192,52110,82098,54850,74898,83262,72194,97040,74388,87902,83766,110658,110756,86690,59494,120498,111758,http://www.genome.jp/kegg-bin/show_pathway?ko00540+K00979+K03269+K00912+K02517+K02527+K02536+K06041+K03274+K01627+K19353+K03272+K03271+K02844+K00677+K00748+K02535+K03273+K03270+K15669+K16363+K02841+K07031+K02843+K02848+K02847+K03279+K02849+K12975+K03275+K03278+K21344+K02840+K11211+K21345+K03276+K03280+K02850,2376988
ko00550,Peptidoglycan biosynthesis,304204,238522,290900,366448,293182,212746,186656,352670,320800,337718,341354,246496,301210,326272,285162,293806,298806,286404,292112,299676,340378,319918,244398,278932,366272,250438,312300,309648,289220,274568,http://www.genome.jp/kegg-bin/show_pathway?ko00550+K06153+K02563+K01929+K08384+K05366+K07258+K01924+K05515+K03587+K01928+K00790+K01925+K07260+K01000+K21465+K12555+K19302+K01921+K00075+K05364+K05367+K07259+K11693+K03814+K03693+K21464+K08724+K18866+K11695+K05363+K00887+K21469+K11694+K05362+K15792+K12553+K12554+K18770+K12552+K02545+K05365+K00687+K12556+K21466,8861216
ko00561,Glycerolipid metabolism,96002,80850,86074,109090,93196,70344,64258,117984,102110,98708,107504,94512,89512,93284,86050,92818,92688,95110,91254,92572,99092,102400,82764,95478,110288,86020,94222,97120,88656,81404,http://www.genome.jp/kegg-bin/show_pathway?ko00561+K00655+K07407+K00864+K00128+K08591+K00086+K07406+K00865+K03621+K00005+K19002+K11529+K00901+K01046+K03429+K06120+K19003+K05878+K07029+K03715+K05879+K19005+K00631+K13677+K00002+K17900+K13509+K06121+K15918+K00011+K00863+K15728+K14452+K13507+K13519+K18097+K13517+K01054+K06119+K12298,2791364
ko00562,Inositol phosphate metabolism,25818,21816,26258,30410,23840,67282,96830,60934,27744,28402,28398,95806,31988,25574,25108,25218,24278,25146,23440,24044,24764,26252,54082,34548,28842,34462,26652,26070,39898,47682,http://www.genome.jp/kegg-bin/show_pathway?ko00562+K03336+K01803+K00010+K01092+K03338+K03337+K01771+K03335+K00140+K16044+K03339+K01858+K01114+K00889+K00922+K06606+K01110+K19801+K01093+K05859+K18081+K00914+K20279+K00999+K00888+K16043+K10047+K00921+K01099+K05857+K07281+K05860+K01106+K00920+K05858+K01108+K20278+K18083+K00923+K21289+K19006+K05861+K01116+K18082+K15909+K03084+K00913,1081586
ko00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0,2,0,0,2,1568,2338,678,4,0,0,1768,94,0,0,0,0,0,4,0,8,0,1110,200,2,204,0,2,240,454,http://www.genome.jp/kegg-bin/show_pathway?ko00563+K05290+K05284+K05285+K03857+K07542+K03434+K05288+K05289,8678
ko00564,Glycerophospholipid metabolism,139398,107368,121638,156782,126306,91462,98204,144934,141808,141398,153752,123328,110642,138588,120962,130486,132238,130322,129398,125796,143174,142824,112706,113806,155192,112668,135682,130344,117414,116296,http://www.genome.jp/kegg-bin/show_pathway?ko00564+K01126+K00655+K00995+K00057+K06131+K00981+K05939+K17103+K08591+K03735+K01613+K00111+K00096+K08744+K04019+K17104+K03621+K01048+K00113+K13623+K00901+K00112+K03736+K00980+K13622+K01058+K00968+K07029+K17830+K19664+K19665+K01114+K01095+K18694+K00631+K01047+K01049+K17105+K00993+K16817+K13509+K18697+K06129+K01115+K06132+K00550+K01517+K13510+K00999+K05929+K15728+K00998+K16343+K14676+K06124+K00650+K00967+K13507+K00894+K13519+K13517+K18696+K06123+K06130+K16342+K13516+K13535+K06128+K13515+K13644+K00006+K13512,3844916
ko00565,Ether lipid metabolism,2178,1026,1590,1978,1882,14528,23252,9394,1652,1478,2336,23286,3618,1712,1594,2534,1156,1986,2114,2454,2360,2252,12642,4012,2356,4290,2566,2574,5698,10342,http://www.genome.jp/kegg-bin/show_pathway?ko00565+K00803+K01058+K18575+K01114+K01047+K00993+K16817+K16795+K01115+K16794+K13510+K16343+K13519+K06123+K01062+K04628+K16342+K13644+K13512,150840
ko00590,Arachidonic acid metabolism,2114,2188,2212,2886,3054,18198,17728,22854,2442,3186,2428,19994,20336,2586,2008,3016,2200,2616,2824,2734,3832,3424,16486,14030,3210,12930,2978,2868,16920,18356,http://www.genome.jp/kegg-bin/show_pathway?ko00590+K00432+K01058+K01047+K16817+K01254+K16343+K00079+K04097+K15730+K16342+K08726,232638
ko00591,Linoleic acid metabolism,172,132,124,248,112,210,674,996,160,202,182,790,1452,202,76,302,96,190,254,148,344,214,1446,1138,96,1298,250,108,2754,4188,http://www.genome.jp/kegg-bin/show_pathway?ko00591+K01058+K01047+K16817+K16343+K16342+K15718,18558
ko00592,alpha-Linolenic acid metabolism,256,234,306,390,270,676,1076,1494,276,324,292,1342,1720,342,228,436,206,310,328,184,424,316,1722,1316,240,1550,350,170,2932,4406,http://www.genome.jp/kegg-bin/show_pathway?ko00592+K01058+K00632+K10526+K01047+K16817+K10527+K16343+K07513+K16342+K18857+K00232,24116
ko00600,Sphingolipid metabolism,124656,104316,120446,144734,125802,100952,95586,141402,135246,139332,137844,120980,133588,125618,110592,124166,124498,126450,137558,126528,158394,134638,102322,104292,166410,68220,132272,127344,112616,96588,http://www.genome.jp/kegg-bin/show_pathway?ko00600+K01190+K07407+K01186+K07406+K01130+K01201+K12349+K17108+K01134+K01117+K12309+K04710+K12357+K12350+K01202+K00654+K01634+K12354+K04718+K04708+K04628+K00720+K04715,3703390
ko00601,Glycosphingolipid biosynthesis - lacto and neolacto series,88,0,0,0,0,0,0,0,6,0,54,6,0,8,0,0,40,0,4,0,4,0,0,0,0,0,0,0,0,0,http://www.genome.jp/kegg-bin/show_pathway?ko00601+K00709+K00743+K07967+K07820,210
ko00603,Glycosphingolipid biosynthesis - globo and isoglobo series,71966,59668,69142,86184,71742,38712,34876,59964,77506,79130,79770,51086,54664,73848,63734,76818,70364,71864,80846,71332,89814,72238,42692,46416,97536,34634,83024,70654,49426,41760,http://www.genome.jp/kegg-bin/show_pathway?ko00603+K12373+K07407+K07406+K01204,1971410
ko00604,Glycosphingolipid biosynthesis - ganglio series,38026,29660,40192,50122,42016,14012,13264,20506,41394,45918,41644,18196,21168,43722,34986,43632,38414,38470,48626,39152,58392,37456,13152,13238,61706,11292,50540,35694,18382,16454,http://www.genome.jp/kegg-bin/show_pathway?ko00604+K12373+K12309+K00725,1019426
ko00620,Pyruvate metabolism,391002,326570,384040,478532,402648,296360,257460,454446,430398,430956,433434,342004,375660,413694,374304,424598,395158,401108,411444,410704,461080,435272,333332,376388,500786,310376,439860,425258,363498,338168,http://www.genome.jp/kegg-bin/show_pathway?ko00620+K00627+K00175+K03737+K01649+K01895+K01006+K00174+K01572+K04072+K01571+K00925+K00656+K00128+K00244+K01596+K00626+K00625+K00027+K00170+K01960+K00873+K01610+K00382+K03778+K01679+K01676+K00016+K01026+K01962+K01677+K00029+K01961+K00024+K00132+K01958+K00169+K01678+K01007+K00172+K15024+K00102+K01573+K02160+K00171+K00116+K01959+K01963+K10977+K01759+K02594+K13788+K18118+K07248+K04021+K04073+K00161+K01512+K00162+K01905+K20370+K00156+K19266+K01069+K01595+K00245+K11263+K13997+K01638+K00246+K03777+K00025+K18881+K05523+K01067+K00247+K00049+K00101+K00163+K00158,11818538
ko00621,Dioxin degradation,2062,1138,1422,1790,1064,2954,1670,5012,1554,1616,2088,3302,3430,1610,1638,1428,1386,1418,1346,1206,1374,1258,2218,4002,1190,2188,1384,1408,2536,2458,http://www.genome.jp/kegg-bin/show_pathway?ko00621+K01666+K01821+K04073+K00480+K02554+K01617+K18364,59150
ko00622,Xylene degradation,2106,1136,1316,1854,1194,3102,1760,5400,1534,1686,2176,3592,3692,1646,1522,1492,1432,1456,1362,1258,1424,1340,2378,4298,1262,2382,1456,1540,2696,2694,http://www.genome.jp/kegg-bin/show_pathway?ko00622+K01666+K01821+K04073+K00055+K05784+K10216+K02554+K00446+K01617+K18364,62186
ko00623,Toluene degradation,106,122,202,130,208,230,208,578,202,180,134,502,344,126,210,170,314,224,72,114,88,292,190,410,188,260,164,186,276,266,http://www.genome.jp/kegg-bin/show_pathway?ko00623+K01856+K00055+K01061+K07540+K07543+K07548+K03381,6696
ko00624,Polycyclic aromatic hydrocarbon degradation,14,46,172,22,2,0,0,0,44,8,18,0,0,16,156,12,36,16,32,16,2,22,0,0,10,0,4,18,0,0,http://www.genome.jp/kegg-bin/show_pathway?ko00624+K00480+K04102+K18067,666
ko00625,Chloroalkane and chloroalkene degradation,20518,18900,17086,24348,21658,20172,14596,30170,20826,22414,22620,19262,21730,20830,17160,23494,18674,23764,22940,21342,24068,24120,19888,22958,26208,17920,22834,21028,17184,14500,http://www.genome.jp/kegg-bin/show_pathway?ko00625+K04072+K00128+K02588+K13954+K01560+K00001+K13953+K00121+K02586+K01563+K02591+K00148+K01561+K20625+K08726,633212
ko00626,Naphthalene degradation,9048,8346,5736,9766,9316,4204,3702,7224,8330,8324,9696,4654,4860,8278,6052,10990,7114,10636,9844,8070,9356,10822,9758,11566,11164,9906,9738,8580,6514,5784,http://www.genome.jp/kegg-bin/show_pathway?ko00626+K04072+K13954+K00001+K13953+K00121+K00480,247378
ko00627,Aminobenzoate degradation,14782,10546,15284,18008,15954,16576,16480,20850,14896,16284,16306,17382,20846,15384,14154,16522,14428,15898,16776,16252,19004,17172,16522,16868,22586,17814,17692,15932,25690,24564,http://www.genome.jp/kegg-bin/show_pathway?ko00627+K01077+K09474+K01034+K01035+K01426+K09461+K01101+K01512+K01501+K01692+K01113+K14333+K10219+K18541+K01093+K19709+K07511+K01781+K01078+K15066+K04108+K01045+K08295+K07515+K01576+K03788,517452
ko00630,Glyoxylate and dicarboxylate metabolism,192426,161302,204908,249852,233738,170170,152586,274606,214066,224876,215874,205626,239552,215800,192774,234740,197740,231414,235242,225400,270630,251928,209582,236094,291984,209936,247682,230262,249556,237482,http://www.genome.jp/kegg-bin/show_pathway?ko00630+K00283+K00600+K01915+K01647+K19268+K00048+K01681+K00626+K01816+K01848+K01625+K00382+K00018+K01847+K03781+K01966+K00865+K00605+K01091+K04835+K00024+K07246+K00123+K00281+K01601+K11529+K07130+K03779+K00282+K05606+K00104+K01433+K02437+K03780+K00127+K00125+K01577+K00015+K11473+K01965+K17865+K01846+K01849+K19312+K00122+K07248+K00284+K00124+K00042+K14446+K00023+K15918+K18121+K01608+K01455+K18123+K11517+K00830+K15036+K11942+K11263+K11472+K01638+K01637+K00025+K01682+K00049+K01432+K15919+K00126+K19269,6707828
ko00633,Nitrotoluene degradation,9158,6774,8416,8662,9354,6828,6328,17564,8312,8710,10828,12302,9762,7648,8608,8746,7838,9436,7478,9006,7758,11316,12664,15176,8414,16244,8512,10758,12268,12234,http://www.genome.jp/kegg-bin/show_pathway?ko00633+K00198+K00170+K00169+K11181+K00172+K00171+K03518+K03520+K03519+K00196+K11180+K06281+K06282+K10680+K10678+K10679+K00622,297102
